,user_id,signup_month,treat,pre_spends,post_spends,age,gender,industry
2570,,,,,,,,
2571,2571.0,0.0,0.0,498.0,435.0,23.0,M,Logistics
2572,2572.0,0.0,0.0,475.0,428.77777777777777,67.0,M,E-commerce
2573,2573.0,0.0,0.0,504.5,421.6666666666667,68.0,F,E-commerce
2574,2574.0,10.0,1.0,465.0,436.22222222222223,58.0,M,Logistics
2575,2575.0,0.0,0.0,481.5,422.55555555555554,30.0,F,E-commerce
2576,2576.0,6.0,1.0,462.0,477.3333333333333,27.0,F,Logistics
2577,2577.0,0.0,0.0,455.0,412.8888888888889,66.0,F,E-commerce
2578,2578.0,0.0,0.0,495.0,413.3333333333333,52.0,F,E-commerce
2579,2579.0,7.0,1.0,486.5,468.44444444444446,19.0,M,Logistics
2580,,,,,,,,
2581,2581.0,3.0,1.0,498.5,515.3333333333334,26.0,F,E-commerce
2582,2582.0,2.0,1.0,488.0,529.8888888888889,66.0,M,Logistics
2583,2583.0,2.0,1.0,485.5,530.0,27.0,F,Logistics
2584,2584.0,1.0,1.0,532.5,516.4444444444445,19.0,F,E-commerce
2585,2585.0,10.0,1.0,505.0,433.1111111111111,62.0,F,E-commerce
2586,2586.0,0.0,0.0,490.5,420.6666666666667,44.0,M,Logistics
2587,2587.0,0.0,0.0,487.5,425.0,68.0,F,E-commerce
2588,2588.0,7.0,1.0,498.0,469.6666666666667,39.0,F,Logistics
2589,2589.0,0.0,0.0,512.5,425.22222222222223,56.0,F,Logistics
2590,,,,,,,,
2591,2591.0,0.0,0.0,476.5,410.6666666666667,67.0,F,E-commerce
2592,2592.0,0.0,0.0,460.0,401.8888888888889,49.0,F,E-commerce
2593,2593.0,0.0,0.0,482.0,421.22222222222223,27.0,M,E-commerce
2594,2594.0,3.0,1.0,495.0,531.7777777777778,21.0,M,E-commerce
2595,2595.0,7.0,1.0,486.0,478.0,37.0,F,E-commerce
2596,2596.0,5.0,1.0,514.5,486.55555555555554,59.0,M,E-commerce
2597,2597.0,0.0,0.0,492.5,425.6666666666667,55.0,F,Logistics
2598,2598.0,0.0,0.0,468.5,417.44444444444446,45.0,F,Logistics
2599,2599.0,0.0,0.0,498.5,425.6666666666667,31.0,M,E-commerce
2600,,,,,,,,
2601,2601.0,0.0,0.0,464.0,410.55555555555554,28.0,F,Logistics
2602,2602.0,6.0,1.0,473.5,494.1111111111111,51.0,F,E-commerce
2603,2603.0,0.0,0.0,477.5,427.1111111111111,54.0,M,E-commerce
2604,2604.0,0.0,0.0,490.0,416.6666666666667,51.0,M,E-commerce
2605,2605.0,0.0,0.0,483.5,434.6666666666667,45.0,F,Logistics
2606,2606.0,0.0,0.0,466.5,417.3333333333333,25.0,M,E-commerce
2607,2607.0,0.0,0.0,481.0,429.77777777777777,20.0,M,E-commerce
2608,2608.0,9.0,1.0,500.0,463.55555555555554,28.0,F,E-commerce
2609,2609.0,5.0,1.0,473.5,497.1111111111111,64.0,F,E-commerce
2610,,,,,,,,
2611,2611.0,8.0,1.0,481.5,460.1111111111111,23.0,M,Logistics
2612,2612.0,0.0,0.0,489.0,419.0,50.0,M,E-commerce
2613,2613.0,3.0,1.0,490.5,518.3333333333334,58.0,M,Logistics
2614,2614.0,2.0,1.0,498.5,520.1111111111111,61.0,M,E-commerce
2615,2615.0,0.0,0.0,495.5,419.1111111111111,44.0,M,Logistics
2616,2616.0,11.0,1.0,504.5,445.77777777777777,50.0,F,E-commerce
2617,2617.0,11.0,1.0,470.5,432.6666666666667,47.0,F,E-commerce
2618,2618.0,0.0,0.0,463.0,431.0,43.0,F,E-commerce
2619,2619.0,0.0,0.0,510.5,417.22222222222223,27.0,M,Logistics
2620,,,,,,,,
2621,2621.0,0.0,0.0,469.0,418.22222222222223,22.0,M,E-commerce
2622,2622.0,8.0,1.0,486.0,460.6666666666667,35.0,F,E-commerce
2623,2623.0,0.0,0.0,486.0,407.77777777777777,52.0,F,E-commerce
2624,2624.0,5.0,1.0,504.0,492.8888888888889,49.0,M,Logistics
2625,2625.0,1.0,1.0,521.5,525.2222222222222,61.0,M,Logistics
2626,2626.0,0.0,0.0,492.5,406.0,66.0,F,E-commerce
2627,2627.0,0.0,0.0,495.0,418.8888888888889,23.0,M,Logistics
2628,2628.0,0.0,0.0,467.0,432.8888888888889,53.0,M,Logistics
2629,2629.0,10.0,1.0,495.5,435.6666666666667,24.0,F,E-commerce
2630,,,,,,,,
2631,2631.0,9.0,1.0,512.5,464.22222222222223,38.0,M,Logistics
2632,2632.0,10.0,1.0,459.0,432.44444444444446,50.0,F,E-commerce
2633,2633.0,0.0,0.0,484.0,419.77777777777777,34.0,M,E-commerce
2634,2634.0,4.0,1.0,465.5,500.77777777777777,48.0,F,Logistics
2635,2635.0,7.0,1.0,488.5,472.0,51.0,M,Logistics
2636,2636.0,0.0,0.0,488.5,412.44444444444446,44.0,F,E-commerce
2637,2637.0,1.0,1.0,550.5,515.7777777777778,33.0,M,E-commerce
2638,2638.0,10.0,1.0,471.5,449.0,68.0,M,E-commerce
2639,2639.0,11.0,1.0,489.5,435.6666666666667,57.0,M,Logistics
2640,,,,,,,,
2641,2641.0,3.0,1.0,464.0,513.5555555555555,58.0,F,E-commerce
2642,2642.0,1.0,1.0,547.0,517.3333333333334,65.0,F,E-commerce
2643,2643.0,0.0,0.0,482.0,428.44444444444446,24.0,M,Logistics
2644,2644.0,0.0,0.0,498.0,418.8888888888889,30.0,F,Logistics
2645,2645.0,2.0,1.0,512.5,509.44444444444446,46.0,M,E-commerce
2646,2646.0,0.0,0.0,466.5,415.3333333333333,38.0,M,E-commerce
2647,2647.0,0.0,0.0,493.0,425.22222222222223,47.0,F,E-commerce
2648,2648.0,9.0,1.0,468.0,447.3333333333333,23.0,M,E-commerce
2649,2649.0,0.0,0.0,478.5,416.6666666666667,18.0,F,Logistics
2650,,,,,,,,
2651,2651.0,4.0,1.0,485.5,528.1111111111111,49.0,M,E-commerce
2652,2652.0,4.0,1.0,483.0,514.0,41.0,F,Logistics
2653,2653.0,0.0,0.0,493.5,411.6666666666667,26.0,M,E-commerce
2654,2654.0,0.0,0.0,487.5,426.44444444444446,68.0,F,Logistics
2655,2655.0,11.0,1.0,467.5,433.22222222222223,58.0,F,E-commerce
2656,2656.0,0.0,0.0,511.0,418.3333333333333,45.0,F,E-commerce
2657,2657.0,5.0,1.0,496.0,496.3333333333333,33.0,M,E-commerce
2658,2658.0,0.0,0.0,478.0,415.0,69.0,F,E-commerce
2659,2659.0,1.0,1.0,518.5,530.4444444444445,53.0,M,Logistics
2660,,,,,,,,
2661,2661.0,0.0,0.0,498.5,427.0,54.0,M,E-commerce
2662,2662.0,4.0,1.0,485.5,507.55555555555554,45.0,F,Logistics
2663,2663.0,0.0,0.0,487.5,426.6666666666667,33.0,M,E-commerce
2664,2664.0,10.0,1.0,483.5,428.0,45.0,F,Logistics
2665,2665.0,0.0,0.0,475.0,426.55555555555554,27.0,F,Logistics
2666,2666.0,2.0,1.0,492.5,513.0,38.0,M,E-commerce
2667,2667.0,2.0,1.0,491.0,528.0,64.0,M,Logistics
2668,2668.0,0.0,0.0,465.5,412.77777777777777,66.0,F,E-commerce
2669,2669.0,4.0,1.0,478.5,497.44444444444446,29.0,M,E-commerce
2670,,,,,,,,
2671,2671.0,0.0,0.0,475.5,418.1111111111111,60.0,M,Logistics
2672,2672.0,0.0,0.0,507.0,415.1111111111111,18.0,F,Logistics
2673,2673.0,8.0,1.0,493.0,457.44444444444446,52.0,F,E-commerce
2674,2674.0,3.0,1.0,480.0,521.1111111111111,36.0,M,E-commerce
2675,2675.0,0.0,0.0,503.0,437.0,35.0,M,E-commerce
2676,2676.0,0.0,0.0,503.5,417.1111111111111,25.0,M,E-commerce
2677,2677.0,3.0,1.0,459.5,520.0,47.0,M,E-commerce
2678,2678.0,7.0,1.0,481.5,479.77777777777777,41.0,F,Logistics
2679,2679.0,3.0,1.0,474.0,526.1111111111111,36.0,F,E-commerce
2680,,,,,,,,
2681,2681.0,1.0,1.0,544.5,505.1111111111111,23.0,M,Logistics
2682,2682.0,0.0,0.0,491.5,426.0,61.0,M,Logistics
2683,2683.0,3.0,1.0,447.0,509.55555555555554,27.0,M,E-commerce
2684,2684.0,10.0,1.0,499.5,446.8888888888889,59.0,M,E-commerce
2685,2685.0,0.0,0.0,498.5,416.0,38.0,M,E-commerce
2686,2686.0,0.0,0.0,495.0,415.77777777777777,44.0,M,E-commerce
2687,2687.0,8.0,1.0,478.0,470.55555555555554,18.0,M,Logistics
2688,2688.0,0.0,0.0,500.5,430.8888888888889,51.0,F,Logistics
2689,2689.0,4.0,1.0,468.0,521.1111111111111,38.0,F,E-commerce
2690,,,,,,,,
2691,2691.0,8.0,1.0,505.0,462.77777777777777,32.0,F,Logistics
2692,2692.0,11.0,1.0,490.5,433.3333333333333,22.0,F,Logistics
2693,2693.0,1.0,1.0,540.0,516.7777777777778,40.0,F,Logistics
2694,2694.0,0.0,0.0,478.0,424.22222222222223,52.0,F,E-commerce
2695,2695.0,5.0,1.0,457.0,503.44444444444446,39.0,M,E-commerce
2696,2696.0,0.0,0.0,486.5,421.77777777777777,62.0,F,Logistics
2697,2697.0,8.0,1.0,467.5,471.55555555555554,36.0,F,E-commerce
2698,2698.0,4.0,1.0,511.0,511.8888888888889,25.0,M,E-commerce
2699,2699.0,0.0,0.0,468.5,421.3333333333333,19.0,M,Logistics
2700,,,,,,,,
2701,2701.0,1.0,1.0,531.0,515.6666666666666,31.0,M,Logistics
2702,2702.0,4.0,1.0,506.0,512.1111111111111,21.0,M,Logistics
2703,2703.0,8.0,1.0,489.5,461.8888888888889,18.0,F,E-commerce
2704,2704.0,5.0,1.0,487.0,500.3333333333333,27.0,F,E-commerce
2705,2705.0,1.0,1.0,544.0,529.8888888888889,67.0,F,E-commerce
2706,2706.0,7.0,1.0,488.5,479.77777777777777,64.0,F,Logistics
2707,2707.0,9.0,1.0,514.0,450.3333333333333,58.0,M,Logistics
2708,2708.0,9.0,1.0,484.5,452.3333333333333,31.0,F,Logistics
2709,2709.0,0.0,0.0,468.5,427.1111111111111,18.0,M,Logistics
2710,,,,,,,,
2711,2711.0,7.0,1.0,474.0,473.3333333333333,46.0,M,E-commerce
2712,2712.0,0.0,0.0,506.5,411.44444444444446,44.0,F,E-commerce
2713,2713.0,0.0,0.0,513.5,423.1111111111111,43.0,M,E-commerce
2714,2714.0,0.0,0.0,479.0,423.55555555555554,65.0,M,E-commerce
2715,2715.0,10.0,1.0,478.0,446.0,61.0,M,E-commerce
2716,2716.0,0.0,0.0,500.5,413.77777777777777,40.0,F,E-commerce
2717,2717.0,0.0,0.0,478.0,405.44444444444446,54.0,M,Logistics
2718,2718.0,6.0,1.0,491.0,487.55555555555554,28.0,M,E-commerce
2719,2719.0,0.0,0.0,472.0,416.44444444444446,56.0,M,E-commerce
2720,,,,,,,,
2721,2721.0,8.0,1.0,476.0,465.55555555555554,51.0,M,E-commerce
2722,2722.0,3.0,1.0,486.0,521.6666666666666,59.0,M,E-commerce
2723,2723.0,3.0,1.0,508.5,524.3333333333334,54.0,F,E-commerce
2724,2724.0,0.0,0.0,471.0,419.44444444444446,37.0,M,E-commerce
2725,2725.0,6.0,1.0,477.5,476.55555555555554,33.0,F,Logistics
2726,2726.0,0.0,0.0,496.0,403.55555555555554,20.0,M,Logistics
2727,2727.0,0.0,0.0,474.0,420.6666666666667,46.0,F,Logistics
2728,2728.0,5.0,1.0,491.5,505.3333333333333,63.0,M,E-commerce
2729,2729.0,10.0,1.0,491.5,437.55555555555554,39.0,F,E-commerce
2730,,,,,,,,
2731,2731.0,0.0,0.0,482.0,414.8888888888889,33.0,F,Logistics
2732,2732.0,3.0,1.0,484.0,518.5555555555555,57.0,F,E-commerce
2733,2733.0,11.0,1.0,489.0,441.8888888888889,62.0,F,Logistics
2734,2734.0,0.0,0.0,504.0,418.0,63.0,F,Logistics
2735,2735.0,4.0,1.0,490.5,520.0,21.0,F,Logistics
2736,2736.0,0.0,0.0,502.5,411.6666666666667,68.0,M,E-commerce
2737,2737.0,0.0,0.0,466.5,411.44444444444446,35.0,M,Logistics
2738,2738.0,0.0,0.0,472.5,411.3333333333333,31.0,F,Logistics
2739,2739.0,1.0,1.0,535.5,519.0,61.0,F,Logistics
2740,,,,,,,,
2741,2741.0,5.0,1.0,490.5,497.55555555555554,31.0,F,Logistics
2742,2742.0,0.0,0.0,497.0,420.3333333333333,41.0,M,E-commerce
2743,2743.0,0.0,0.0,489.5,419.22222222222223,41.0,F,E-commerce
2744,2744.0,8.0,1.0,511.0,466.6666666666667,30.0,M,E-commerce
2745,2745.0,8.0,1.0,482.0,466.77777777777777,30.0,M,E-commerce
2746,2746.0,0.0,0.0,492.0,418.55555555555554,19.0,M,Logistics
2747,2747.0,0.0,0.0,503.0,427.1111111111111,45.0,M,Logistics
2748,2748.0,0.0,0.0,488.5,413.22222222222223,62.0,F,E-commerce
2749,2749.0,0.0,0.0,506.5,416.55555555555554,54.0,F,Logistics
2750,,,,,,,,
2751,2751.0,0.0,0.0,474.0,427.3333333333333,47.0,F,E-commerce
2752,2752.0,2.0,1.0,543.5,527.7777777777778,44.0,M,E-commerce
2753,2753.0,0.0,0.0,495.5,424.77777777777777,22.0,M,E-commerce
2754,2754.0,7.0,1.0,510.5,482.77777777777777,42.0,M,Logistics
2755,2755.0,3.0,1.0,496.5,514.5555555555555,29.0,M,Logistics
2756,2756.0,0.0,0.0,499.0,420.1111111111111,35.0,M,Logistics
2757,2757.0,7.0,1.0,498.0,467.77777777777777,37.0,M,Logistics
2758,2758.0,0.0,0.0,470.0,404.44444444444446,34.0,M,E-commerce
2759,2759.0,10.0,1.0,498.5,449.8888888888889,49.0,F,E-commerce
2760,,,,,,,,
2761,2761.0,7.0,1.0,490.5,484.8888888888889,30.0,F,Logistics
2762,2762.0,0.0,0.0,500.0,407.44444444444446,39.0,F,Logistics
2763,2763.0,0.0,0.0,494.5,412.6666666666667,65.0,M,E-commerce
2764,2764.0,0.0,0.0,486.5,418.0,62.0,F,E-commerce
2765,2765.0,0.0,0.0,489.0,417.22222222222223,63.0,F,E-commerce
2766,2766.0,3.0,1.0,446.5,517.6666666666666,35.0,M,E-commerce
2767,2767.0,0.0,0.0,505.5,420.8888888888889,55.0,F,E-commerce
2768,2768.0,0.0,0.0,462.0,415.77777777777777,51.0,F,E-commerce
2769,2769.0,2.0,1.0,487.0,504.55555555555554,64.0,F,E-commerce
2770,,,,,,,,
2771,2771.0,2.0,1.0,489.0,515.4444444444445,33.0,M,E-commerce
2772,2772.0,11.0,1.0,489.0,431.3333333333333,25.0,F,Logistics
2773,2773.0,11.0,1.0,499.0,425.55555555555554,18.0,F,E-commerce
2774,2774.0,0.0,0.0,485.0,410.1111111111111,33.0,F,Logistics
2775,2775.0,6.0,1.0,485.5,489.44444444444446,38.0,M,E-commerce
2776,2776.0,10.0,1.0,490.5,444.3333333333333,58.0,F,Logistics
2777,2777.0,2.0,1.0,478.5,528.2222222222222,36.0,F,E-commerce
2778,2778.0,4.0,1.0,491.5,510.22222222222223,42.0,M,Logistics
2779,2779.0,0.0,0.0,488.0,408.0,22.0,M,E-commerce
2780,,,,,,,,
2781,2781.0,9.0,1.0,473.5,450.55555555555554,65.0,M,Logistics
2782,2782.0,3.0,1.0,463.5,512.6666666666666,47.0,M,E-commerce
2783,2783.0,5.0,1.0,493.0,500.3333333333333,29.0,M,Logistics
2784,2784.0,0.0,0.0,486.5,421.44444444444446,24.0,F,E-commerce
2785,2785.0,10.0,1.0,489.0,452.6666666666667,35.0,M,E-commerce
2786,2786.0,0.0,0.0,484.5,432.22222222222223,43.0,F,Logistics
2787,2787.0,1.0,1.0,555.0,526.4444444444445,18.0,F,Logistics
2788,2788.0,0.0,0.0,502.0,412.1111111111111,67.0,M,E-commerce
2789,2789.0,7.0,1.0,487.5,461.6666666666667,51.0,F,Logistics
2790,,,,,,,,
2791,2791.0,0.0,0.0,483.0,417.8888888888889,61.0,F,E-commerce
2792,2792.0,11.0,1.0,472.0,425.77777777777777,25.0,M,Logistics
2793,2793.0,9.0,1.0,496.0,455.6666666666667,57.0,F,E-commerce
2794,2794.0,0.0,0.0,485.5,424.0,47.0,M,Logistics
2795,2795.0,5.0,1.0,493.5,488.44444444444446,31.0,F,E-commerce
2796,2796.0,0.0,0.0,508.5,428.0,36.0,F,Logistics
2797,2797.0,3.0,1.0,492.5,518.4444444444445,58.0,F,E-commerce
2798,2798.0,0.0,0.0,472.0,425.44444444444446,31.0,M,E-commerce
2799,2799.0,5.0,1.0,487.0,493.3333333333333,55.0,M,E-commerce
2800,,,,,,,,
2801,2801.0,7.0,1.0,502.5,478.77777777777777,59.0,F,Logistics
2802,2802.0,6.0,1.0,505.0,494.77777777777777,32.0,M,Logistics
2803,2803.0,2.0,1.0,469.0,525.1111111111111,60.0,M,Logistics
2804,2804.0,10.0,1.0,458.0,462.6666666666667,42.0,F,E-commerce
2805,2805.0,6.0,1.0,490.5,481.6666666666667,24.0,F,E-commerce
2806,2806.0,4.0,1.0,469.5,515.1111111111111,22.0,F,E-commerce
2807,2807.0,0.0,0.0,491.5,418.1111111111111,42.0,M,Logistics
2808,2808.0,0.0,0.0,477.5,402.3333333333333,20.0,F,Logistics
2809,2809.0,0.0,0.0,491.0,439.6666666666667,44.0,F,Logistics
2810,,,,,,,,
2811,2811.0,9.0,1.0,500.5,447.44444444444446,34.0,F,E-commerce
2812,2812.0,0.0,0.0,466.0,423.3333333333333,23.0,M,E-commerce
2813,2813.0,1.0,1.0,514.5,518.6666666666666,25.0,M,E-commerce
2814,2814.0,4.0,1.0,500.5,498.0,65.0,F,Logistics
2815,2815.0,0.0,0.0,497.5,401.55555555555554,50.0,M,Logistics
2816,2816.0,3.0,1.0,463.0,520.0,63.0,M,E-commerce
2817,2817.0,4.0,1.0,483.5,504.77777777777777,59.0,F,E-commerce
2818,2818.0,9.0,1.0,476.0,449.44444444444446,28.0,M,Logistics
2819,2819.0,11.0,1.0,491.5,432.55555555555554,50.0,M,Logistics
2820,,,,,,,,
2821,2821.0,0.0,0.0,489.5,415.6666666666667,69.0,F,Logistics
2822,2822.0,0.0,0.0,488.0,434.55555555555554,59.0,M,E-commerce
2823,2823.0,0.0,0.0,496.5,418.22222222222223,41.0,F,Logistics
2824,2824.0,1.0,1.0,528.0,537.7777777777778,31.0,M,E-commerce
2825,2825.0,2.0,1.0,461.0,523.4444444444445,37.0,F,Logistics
2826,2826.0,0.0,0.0,486.5,420.77777777777777,30.0,F,E-commerce
2827,2827.0,0.0,0.0,486.5,415.55555555555554,67.0,F,Logistics
2828,2828.0,6.0,1.0,453.0,473.77777777777777,32.0,F,E-commerce
2829,2829.0,0.0,0.0,508.5,413.22222222222223,20.0,M,Logistics
2830,,,,,,,,
2831,2831.0,10.0,1.0,471.0,433.6666666666667,56.0,M,Logistics
2832,2832.0,9.0,1.0,489.5,447.8888888888889,28.0,M,E-commerce
2833,2833.0,0.0,0.0,496.5,427.44444444444446,60.0,M,E-commerce
2834,2834.0,0.0,0.0,453.5,413.6666666666667,18.0,F,E-commerce
2835,2835.0,5.0,1.0,498.5,497.8888888888889,53.0,F,E-commerce
2836,2836.0,5.0,1.0,508.0,496.55555555555554,30.0,M,Logistics
2837,2837.0,9.0,1.0,483.0,455.1111111111111,66.0,M,E-commerce
2838,2838.0,0.0,0.0,516.0,408.6666666666667,30.0,M,Logistics
2839,2839.0,5.0,1.0,461.5,493.22222222222223,37.0,F,Logistics
2840,,,,,,,,
2841,2841.0,0.0,0.0,496.5,425.0,53.0,M,Logistics
2842,2842.0,0.0,0.0,501.0,426.44444444444446,47.0,M,Logistics
2843,2843.0,0.0,0.0,488.0,423.1111111111111,35.0,F,E-commerce
2844,2844.0,11.0,1.0,510.0,428.3333333333333,53.0,M,E-commerce
2845,2845.0,10.0,1.0,464.0,441.77777777777777,54.0,M,E-commerce
2846,2846.0,0.0,0.0,503.5,407.3333333333333,60.0,F,Logistics
2847,2847.0,6.0,1.0,476.0,493.22222222222223,29.0,F,E-commerce
2848,2848.0,0.0,0.0,485.5,429.3333333333333,35.0,M,Logistics
2849,2849.0,0.0,0.0,478.5,416.22222222222223,58.0,F,E-commerce
2850,,,,,,,,
2851,2851.0,10.0,1.0,492.5,434.0,68.0,M,E-commerce
2852,2852.0,7.0,1.0,487.5,477.44444444444446,56.0,F,E-commerce
2853,2853.0,0.0,0.0,498.5,415.6666666666667,39.0,M,E-commerce
2854,2854.0,0.0,0.0,472.5,414.44444444444446,27.0,M,Logistics
2855,2855.0,0.0,0.0,496.0,432.8888888888889,40.0,F,E-commerce
2856,2856.0,0.0,0.0,510.0,425.77777777777777,38.0,F,E-commerce
2857,2857.0,4.0,1.0,499.5,508.8888888888889,23.0,F,Logistics
2858,2858.0,1.0,1.0,526.5,537.7777777777778,27.0,F,E-commerce
2859,2859.0,0.0,0.0,465.5,407.1111111111111,57.0,F,Logistics
2860,,,,,,,,
2861,2861.0,0.0,0.0,495.0,434.44444444444446,36.0,M,Logistics
2862,2862.0,0.0,0.0,479.0,419.55555555555554,47.0,F,Logistics
2863,2863.0,9.0,1.0,449.5,433.6666666666667,60.0,M,E-commerce
2864,2864.0,0.0,0.0,485.0,410.8888888888889,18.0,M,E-commerce
2865,2865.0,0.0,0.0,483.0,432.0,58.0,F,Logistics
2866,2866.0,0.0,0.0,492.0,422.77777777777777,65.0,F,E-commerce
2867,2867.0,0.0,0.0,482.0,425.8888888888889,28.0,M,Logistics
2868,2868.0,5.0,1.0,467.0,496.8888888888889,51.0,F,E-commerce
2869,2869.0,5.0,1.0,492.5,495.6666666666667,56.0,M,E-commerce
2870,,,,,,,,
2871,2871.0,0.0,0.0,517.5,432.0,53.0,F,E-commerce
2872,2872.0,6.0,1.0,466.5,480.22222222222223,69.0,F,E-commerce
2873,2873.0,0.0,0.0,484.0,422.1111111111111,32.0,F,Logistics
2874,2874.0,6.0,1.0,515.0,487.22222222222223,55.0,F,Logistics
2875,2875.0,1.0,1.0,553.0,524.2222222222222,62.0,M,Logistics
2876,2876.0,7.0,1.0,498.0,470.55555555555554,38.0,F,Logistics
2877,2877.0,11.0,1.0,484.5,430.0,38.0,F,Logistics
2878,2878.0,0.0,0.0,488.0,413.1111111111111,61.0,F,E-commerce
2879,2879.0,3.0,1.0,484.5,521.8888888888889,62.0,F,E-commerce
2880,,,,,,,,
2881,2881.0,0.0,0.0,471.5,430.77777777777777,27.0,M,E-commerce
2882,2882.0,1.0,1.0,526.5,514.5555555555555,26.0,M,Logistics
2883,2883.0,0.0,0.0,506.5,410.77777777777777,41.0,F,Logistics
2884,2884.0,0.0,0.0,465.0,417.6666666666667,39.0,F,Logistics
2885,2885.0,0.0,0.0,481.5,413.0,43.0,F,Logistics
2886,2886.0,0.0,0.0,496.0,435.22222222222223,31.0,M,Logistics
2887,2887.0,10.0,1.0,467.0,454.8888888888889,25.0,M,Logistics
2888,2888.0,0.0,0.0,498.5,424.77777777777777,48.0,M,E-commerce
2889,2889.0,0.0,0.0,481.5,419.6666666666667,42.0,F,Logistics
2890,,,,,,,,
2891,2891.0,0.0,0.0,515.0,422.22222222222223,53.0,F,E-commerce
2892,2892.0,5.0,1.0,481.5,497.3333333333333,67.0,F,Logistics
2893,2893.0,0.0,0.0,486.5,439.22222222222223,28.0,F,E-commerce
2894,2894.0,10.0,1.0,490.0,441.8888888888889,23.0,M,Logistics
2895,2895.0,0.0,0.0,491.0,419.6666666666667,25.0,F,Logistics
2896,2896.0,11.0,1.0,493.0,430.0,32.0,F,E-commerce
2897,2897.0,0.0,0.0,493.0,413.44444444444446,29.0,M,E-commerce
2898,2898.0,0.0,0.0,493.5,425.77777777777777,61.0,M,Logistics
2899,2899.0,0.0,0.0,483.0,411.22222222222223,20.0,M,E-commerce
2900,,,,,,,,
2901,2901.0,0.0,0.0,487.0,415.8888888888889,54.0,M,E-commerce
2902,2902.0,0.0,0.0,501.0,434.55555555555554,56.0,F,E-commerce
2903,2903.0,0.0,0.0,476.5,409.55555555555554,41.0,M,E-commerce
2904,2904.0,0.0,0.0,470.5,427.44444444444446,41.0,M,E-commerce
2905,2905.0,3.0,1.0,489.0,524.7777777777778,27.0,F,Logistics
2906,2906.0,1.0,1.0,517.0,519.8888888888889,60.0,F,Logistics
2907,2907.0,6.0,1.0,467.5,493.77777777777777,24.0,F,Logistics
2908,2908.0,0.0,0.0,506.5,423.22222222222223,28.0,M,E-commerce
2909,2909.0,0.0,0.0,501.0,425.0,63.0,F,Logistics
2910,,,,,,,,
2911,2911.0,9.0,1.0,468.5,447.77777777777777,58.0,M,E-commerce
2912,2912.0,0.0,0.0,483.0,409.0,18.0,M,Logistics
2913,2913.0,1.0,1.0,541.0,519.4444444444445,26.0,F,Logistics
2914,2914.0,0.0,0.0,479.0,418.3333333333333,41.0,F,E-commerce
2915,2915.0,0.0,0.0,494.5,429.44444444444446,43.0,F,E-commerce
2916,2916.0,9.0,1.0,505.0,460.8888888888889,24.0,M,Logistics
2917,2917.0,0.0,0.0,500.5,422.8888888888889,47.0,M,Logistics
2918,2918.0,0.0,0.0,462.0,407.55555555555554,31.0,F,E-commerce
2919,2919.0,5.0,1.0,493.5,489.6666666666667,61.0,M,Logistics
2920,,,,,,,,
2921,2921.0,5.0,1.0,498.0,503.55555555555554,25.0,F,Logistics
2922,2922.0,0.0,0.0,503.5,418.44444444444446,55.0,F,Logistics
2923,2923.0,7.0,1.0,471.5,474.0,55.0,F,E-commerce
2924,2924.0,9.0,1.0,501.5,450.55555555555554,50.0,M,E-commerce
2925,2925.0,7.0,1.0,472.0,483.1111111111111,32.0,F,E-commerce
2926,2926.0,0.0,0.0,457.5,429.22222222222223,18.0,F,E-commerce
2927,2927.0,0.0,0.0,487.5,409.55555555555554,29.0,M,E-commerce
2928,2928.0,8.0,1.0,486.5,464.22222222222223,46.0,F,Logistics
2929,2929.0,10.0,1.0,480.5,441.77777777777777,37.0,F,Logistics
2930,,,,,,,,
2931,2931.0,0.0,0.0,522.0,415.55555555555554,25.0,M,Logistics
2932,2932.0,6.0,1.0,490.0,483.0,48.0,M,E-commerce
2933,2933.0,4.0,1.0,478.0,490.22222222222223,47.0,F,Logistics
2934,2934.0,0.0,0.0,491.5,404.44444444444446,59.0,F,E-commerce
2935,2935.0,0.0,0.0,473.5,429.22222222222223,57.0,F,Logistics
2936,2936.0,0.0,0.0,483.0,423.8888888888889,45.0,M,Logistics
2937,2937.0,0.0,0.0,474.5,408.44444444444446,61.0,M,E-commerce
2938,2938.0,3.0,1.0,500.0,517.5555555555555,33.0,F,E-commerce
2939,2939.0,9.0,1.0,469.5,443.44444444444446,20.0,F,E-commerce
2940,,,,,,,,
2941,2941.0,0.0,0.0,501.5,425.55555555555554,33.0,M,Logistics
2942,2942.0,0.0,0.0,493.5,409.8888888888889,56.0,M,E-commerce
2943,2943.0,4.0,1.0,493.5,507.0,38.0,M,Logistics
2944,2944.0,3.0,1.0,479.0,518.0,52.0,M,E-commerce
2945,2945.0,0.0,0.0,495.0,411.55555555555554,55.0,M,Logistics
2946,2946.0,3.0,1.0,458.5,520.3333333333334,26.0,M,E-commerce
2947,2947.0,10.0,1.0,502.5,446.44444444444446,51.0,M,Logistics
2948,2948.0,3.0,1.0,501.5,523.0,60.0,F,Logistics
2949,2949.0,0.0,0.0,477.5,422.44444444444446,24.0,F,E-commerce
2950,,,,,,,,
2951,2951.0,4.0,1.0,477.0,499.44444444444446,45.0,F,Logistics
2952,2952.0,5.0,1.0,482.5,496.22222222222223,29.0,F,E-commerce
2953,2953.0,0.0,0.0,493.5,421.3333333333333,58.0,M,Logistics
2954,2954.0,6.0,1.0,493.0,471.3333333333333,61.0,M,E-commerce
